"ID Científico","Nombre Completo","Especialidad","Grado Académico","Institución","País","Nivel de Acceso","Estado","Correo Electrónico","Fecha Nacimiento","Fecha Ingreso","Publicaciones"
"CE-70102","Ramón Salazar Castillo","Toxicología Ambiental","Ph.D. en Química","Universidad de Córdoba","Argentina","NIVEL-3 Confidencial","Activo","ramón.salazar.castil@progenitor.edu","24/08/1976","14/09/2017","63"
"CE-32679","Camila Vega Ramos","Criobiología","Ph.D. en Farmacología","Universidad de los Andes","Colombia","NIVEL-2 Restringido","Activo","camila.vega.ramos@arklay-science.com","14/01/1971","08/03/2017","88"
"CE-70318","Claudia Torres Medina","Oncología Molecular","M.D. Ph.D.","Instituto Nacional de Salud","Perú","NIVEL-1 Básico","Activo","claudia.torres.medin@progenitor.edu","18/07/1960","13/07/2021","58"
"CE-95687","Mariana Mendoza Herrera","Farmacología Experimental","Ph.D. Bioinformática","Universidad Nacional de Colombia","Venezuela","NIVEL-5 Umbra","Suspendido","mariana.mendoza.herr@umbrella-corp.com","15/01/1966","17/03/2010","94"
"CE-16486","Laura Ramos Romero","Nanotecnología Biomédica","Doctorado en Microbiología","Universidad del Valle","Perú","NIVEL-2 Restringido","Activo","laura.ramos.romero@hcf-research.net","24/07/1964","16/11/2010","1"
"CE-25860","Sofía Reyes Ríos","Criobiología","Ph.D. en Bioquímica","UNAL Medellín","Venezuela","NIVEL-4 Secreto","Activo","sofía.reyes.ríos@umbrella-corp.com","07/02/1989","05/08/2021","105"
"CE-68477","Camila Morales Jiménez","Virología Molecular","Ph.D. en Química","Instituto Nacional de Salud","Perú","NIVEL-1 Básico","Suspendido","camila.morales.jimén@umbrella-corp.com","25/09/1989","12/01/2023","70"
"CE-31558","Daniela Mendoza Medina","Genética Forense","Doctorado en Medicina","Universidad del Valle","Brasil","NIVEL-1 Básico","Activo","daniela.mendoza.medi@nest-lab.org","17/08/1967","10/06/2023","31"
"CE-90959","Eduardo Ruiz Muñoz","Parasitología Molecular","Ph.D. Bioinformática","Pontificia Universidad Javeriana","Brasil","NIVEL-5 Umbra","En revisión","eduardo.ruiz.muñoz@umbrella-corp.com","02/08/1988","04/12/2018","70"
"CE-58306","Elena Herrera Torres","Nanotecnología Biomédica","M.Sc. Biotecnología","Universidad del Valle","España","NIVEL-1 Básico","Activo","elena.herrera.torres@arklay-science.com","17/02/1972","07/02/2011","112"
"CE-26895","Sofía Delgado Sánchez","Parasitología Molecular","Doctorado en Medicina","Instituto Humboldt","Argentina","NIVEL-2 Restringido","Suspendido","sofía.delgado.sánche@umbrella-corp.com","14/05/1968","19/06/2015","49"
"CE-99031","Pablo Martínez Martínez","Genética Forense","M.Sc. Genómica","Universidad del Valle","México","NIVEL-2 Restringido","Activo","pablo.martínez.martí@hcf-research.net","20/06/1973","18/11/2014","17"
"CE-19497","Valentina Castillo Ríos","Biología Sintética","M.Sc. Biotecnología","Universidad de Antioquia","Ecuador","NIVEL-4 Secreto","Suspendido","valentina.castillo.r@umbrella-corp.com","28/10/1989","08/07/2015","58"
"CE-61534","Lucía Rodríguez Ramos","Nanotecnología Biomédica","M.Sc. Biotecnología","Centro Internacional de Agricultura Tropical","Uruguay","NIVEL-5 Umbra","Activo","lucía.rodríguez.ramo@arklay-science.com","11/12/1980","15/11/2012","103"
"CE-82631","Felipe Pérez López","Microbiología Clínica","Doctorado en Biología Molecular","Universidad de Córdoba","México","NIVEL-2 Restringido","Activo","felipe.pérez.lópez@arklay-science.com","21/04/1963","12/11/2019","14"
"CE-33598","Iván García Castro","Criobiología","Ph.D. en Bioquímica","Pontificia Universidad Javeriana","Brasil","NIVEL-1 Básico","Suspendido","iván.garcía.castro@arklay-science.com","27/01/1979","28/02/2020","24"
"CE-91959","Rosa Ruiz Romero","Inmunología Avanzada","Doctorado en Microbiología","Universidad de Córdoba","Chile","NIVEL-5 Umbra","Activo","rosa.ruiz.romero@umbrella-corp.com","16/06/1966","12/08/2020","79"
"CE-21729","Diego Martínez Fernández","Toxicología Ambiental","Ph.D. en Química","CINARA","México","NIVEL-4 Secreto","En revisión","diego.martínez.ferná@umbrella-corp.com","23/01/1976","09/04/2012","94"
"CE-59841","Felipe Martínez Morales","Criobiología","Doctorado en Biología Molecular","CINARA","Venezuela","NIVEL-1 Básico","Activo","felipe.martínez.mora@progenitor.edu","20/06/1962","26/03/2022","113"
"CE-30991","Alejandro Vargas Díaz","Criobiología","Doctorado en Microbiología","Universidad Industrial de Santander","Colombia","NIVEL-1 Básico","Activo","alejandro.vargas.día@arklay-science.com","02/10/1980","14/12/2015","21"
"CE-58429","Valeria Torres Ruiz","Biología Sintética","Ph.D. Bioinformática","Pontificia Universidad Javeriana","Colombia","NIVEL-1 Básico","Activo","valeria.torres.ruiz@progenitor.edu","10/01/1978","12/10/2021","7"
"CE-59562","Miguel Romero Guerrero","Genética Forense","Ph.D. en Química","Colciencias","Venezuela","NIVEL-5 Umbra","Activo","miguel.romero.guerre@progenitor.edu","06/09/1979","21/01/2017","5"
"CE-61254","Miguel Salazar Castro","Farmacología Experimental","M.Sc. Biotecnología","Universidad Industrial de Santander","España","NIVEL-1 Básico","Activo","miguel.salazar.castr@nest-lab.org","06/12/1995","26/04/2021","3"
"CE-92012","Valeria Salazar Díaz","Farmacología Experimental","Ph.D. en Neurociencias","Instituto Nacional de Salud","España","NIVEL-5 Umbra","Activo","valeria.salazar.díaz@umbrella-corp.com","04/05/1971","16/04/2017","83"
"CE-90147","Valentina Fernández Díaz","Oncología Molecular","Ph.D. en Ciencias Biológicas","Colciencias","Colombia","NIVEL-4 Secreto","Suspendido","valentina.fernández.@umbrella-corp.com","24/07/1977","23/09/2019","5"
"CE-35385","Patricia Ríos Cruz","Farmacología Experimental","Ph.D. en Química","Instituto Nacional de Salud","Venezuela","NIVEL-5 Umbra","Activo","patricia.ríos.cruz@hcf-research.net","06/02/1991","10/03/2014","104"
"CE-39677","Natalia Morales Vega","Toxicología Ambiental","Ph.D. en Farmacología","Universidad del Cauca","España","NIVEL-1 Básico","Activo","natalia.morales.vega@arklay-science.com","24/05/1988","26/07/2023","39"
"CE-59204","Laura García Vega","Microbiología Clínica","M.Sc. Genómica","Universidad Tecnológica de Pereira","Colombia","NIVEL-1 Básico","Activo","laura.garcía.vega@arklay-science.com","17/08/1975","10/10/2023","61"
"CE-39047","Luis Castillo Jiménez","Farmacología Experimental","M.D. Ph.D.","Centro Internacional de Agricultura Tropical","Brasil","NIVEL-3 Confidencial","Activo","luis.castillo.jiméne@progenitor.edu","09/12/1975","02/09/2011","91"
"CE-93387","Felipe Ruiz López","Microbiología Clínica","M.D. Ph.D.","Colciencias","Brasil","NIVEL-2 Restringido","En revisión","felipe.ruiz.lópez@nest-lab.org","23/11/1993","13/07/2016","29"
"CE-99255","Luis González Fernández","Bioquímica Estructural","Ph.D. en Bioquímica","Instituto Humboldt","Ecuador","NIVEL-3 Confidencial","Activo","luis.gonzález.fernán@arklay-science.com","07/02/1986","17/12/2011","19"
"CE-62599","Paula Muñoz Díaz","Farmacología Experimental","M.Sc. Genómica","UNAL Medellín","Perú","NIVEL-4 Secreto","Activo","paula.muñoz.díaz@nest-lab.org","13/09/1994","08/11/2018","55"
"CE-36315","Alejandro Morales Medina","Microbiología Clínica","Ph.D. en Neurociencias","Universidad Industrial de Santander","Uruguay","NIVEL-2 Restringido","Suspendido","alejandro.morales.me@progenitor.edu","06/11/1980","20/05/2019","68"
"CE-30328","Isabela Delgado López","Criobiología","M.Sc. Biotecnología","UNAL Medellín","Venezuela","NIVEL-1 Básico","Activo","isabela.delgado.lópe@hcf-research.net","16/02/1980","12/01/2010","7"
"CE-15397","Ricardo Ríos Vargas","Epidemiología Computacional","Ph.D. en Química","Universidad Tecnológica de Pereira","Argentina","NIVEL-4 Secreto","Activo","ricardo.ríos.vargas@hcf-research.net","18/08/1964","17/01/2015","95"
"CE-31549","Iván Torres Castro","Oncología Molecular","M.Sc. Genómica","Universidad Industrial de Santander","Brasil","NIVEL-1 Básico","Activo","iván.torres.castro@nest-lab.org","26/10/1978","19/10/2015","102"
"CE-73637","Andrés Ramos Martínez","Genética Forense","Ph.D. Bioinformática","Universidad del Valle","Venezuela","NIVEL-2 Restringido","En revisión","andrés.ramos.martíne@progenitor.edu","17/11/1972","11/03/2013","13"
"CE-88809","Roberto Sánchez López","Toxicología Ambiental","Ph.D. en Neurociencias","Universidad Tecnológica de Pereira","Colombia","NIVEL-4 Secreto","En revisión","roberto.sánchez.lópe@progenitor.edu","18/06/1984","08/12/2022","11"
"CE-35923","Felipe Castillo Díaz","Farmacología Experimental","Ph.D. Bioinformática","Universidad del Cauca","España","NIVEL-5 Umbra","Activo","felipe.castillo.díaz@nest-lab.org","06/05/1975","09/04/2016","14"
"CE-70925","Camila Torres González","Epidemiología Computacional","Ph.D. en Química","Universidad Industrial de Santander","Venezuela","NIVEL-4 Secreto","Activo","camila.torres.gonzál@umbrella-corp.com","06/01/1983","07/09/2014","51"
"CE-49234","Natalia Ríos Cruz","Virología Molecular","Ph.D. en Farmacología","Pontificia Universidad Javeriana","Chile","NIVEL-5 Umbra","Activo","natalia.ríos.cruz@hcf-research.net","06/02/1973","20/04/2012","97"
"CE-19139","Valeria Muñoz García","Criobiología","Ph.D. en Neurociencias","Colciencias","Colombia","NIVEL-5 Umbra","Activo","valeria.muñoz.garcía@nest-lab.org","06/10/1961","11/10/2017","45"
"CE-72553","Catalina Herrera Ramos","Parasitología Molecular","M.Sc. Biotecnología","Instituto Nacional de Salud","Uruguay","NIVEL-4 Secreto","Suspendido","catalina.herrera.ram@progenitor.edu","04/02/1984","21/07/2013","32"
"CE-21645","Paula Torres Pérez","Biotecnología Genómica","Ph.D. en Neurociencias","Instituto Nacional de Salud","Colombia","NIVEL-4 Secreto","Activo","paula.torres.pérez@arklay-science.com","12/10/1966","07/10/2019","83"
"CE-25855","Luis Fernández Cruz","Epidemiología Computacional","Ph.D. Bioinformática","Universidad de Antioquia","Chile","NIVEL-1 Básico","Suspendido","luis.fernández.cruz@progenitor.edu","01/06/1987","11/05/2015","71"
"CE-99400","Paula Cruz Vargas","Epidemiología Computacional","M.D. Ph.D.","Instituto Nacional de Salud","Venezuela","NIVEL-4 Secreto","Activo","paula.cruz.vargas@umbrella-corp.com","05/01/1971","16/02/2015","111"
"CE-67450","Valeria Castro Muñoz","Epidemiología Computacional","M.Sc. Biotecnología","Universidad del Cauca","Brasil","NIVEL-4 Secreto","En revisión","valeria.castro.muñoz@nest-lab.org","15/09/1986","20/10/2022","63"
"CE-95703","Andrea González Vega","Parasitología Molecular","Doctorado en Biología Molecular","Universidad Nacional de Colombia","Colombia","NIVEL-4 Secreto","Suspendido","andrea.gonzález.vega@arklay-science.com","07/11/1972","16/03/2015","8"
"CE-92024","Catalina Herrera Martínez","Virología Molecular","Doctorado en Microbiología","Centro Internacional de Agricultura Tropical","España","NIVEL-3 Confidencial","Suspendido","catalina.herrera.mar@arklay-science.com","03/02/1992","18/11/2019","114"
"CE-41517","Elena Díaz Sánchez","Nanotecnología Biomédica","Ph.D. en Farmacología","Universidad de Córdoba","España","NIVEL-1 Básico","Activo","elena.díaz.sánchez@arklay-science.com","19/12/1964","12/08/2011","24"
"CE-41953","Camila Cruz Torres","Biotecnología Genómica","Ph.D. en Farmacología","Universidad Nacional de Colombia","Brasil","NIVEL-1 Básico","Suspendido","camila.cruz.torres@progenitor.edu","22/04/1985","13/09/2012","32"
"CE-79747","Ramón González García","Genética Forense","Ph.D. en Bioquímica","Instituto Nacional de Salud","España","NIVEL-1 Básico","En revisión","ramón.gonzález.garcí@progenitor.edu","23/01/1990","08/08/2019","68"
"CE-10513","Héctor Delgado Ríos","Toxicología Ambiental","M.Sc. Biotecnología","Universidad Nacional de Colombia","Argentina","NIVEL-5 Umbra","Suspendido","héctor.delgado.ríos@umbrella-corp.com","01/02/1976","03/09/2017","15"
"CE-68454","Miguel Ruiz Cruz","Epidemiología Computacional","Ph.D. en Farmacología","Universidad de Antioquia","Argentina","NIVEL-5 Umbra","Activo","miguel.ruiz.cruz@arklay-science.com","05/10/1994","21/09/2016","17"
"CE-58526","Paula Muñoz Sánchez","Microbiología Clínica","Ph.D. en Bioquímica","Universidad Industrial de Santander","Ecuador","NIVEL-1 Básico","Activo","paula.muñoz.sánchez@hcf-research.net","13/08/1969","02/01/2018","19"
"CE-62125","Fernando Jiménez Ríos","Criobiología","Ph.D. en Farmacología","Universidad de Antioquia","Uruguay","NIVEL-4 Secreto","En revisión","fernando.jiménez.río@nest-lab.org","03/05/1984","27/04/2015","2"
"CE-25880","Valeria González Romero","Parasitología Molecular","Ph.D. en Neurociencias","Pontificia Universidad Javeriana","Ecuador","NIVEL-2 Restringido","En revisión","valeria.gonzález.rom@progenitor.edu","24/12/1968","22/04/2022","62"
"CE-97896","Claudia Mendoza Medina","Criobiología","Doctorado en Microbiología","Pontificia Universidad Javeriana","Colombia","NIVEL-1 Básico","Activo","claudia.mendoza.medi@nest-lab.org","04/03/1989","11/12/2011","93"
"CE-11919","Gabriela Romero Vargas","Bioquímica Estructural","M.Sc. Biotecnología","Universidad del Valle","Colombia","NIVEL-1 Básico","Activo","gabriela.romero.varg@umbrella-corp.com","01/02/1960","07/03/2017","88"
"CE-79372","Roberto Torres Delgado","Inmunología Avanzada","Ph.D. en Química","Universidad Nacional de Colombia","Ecuador","NIVEL-1 Básico","Activo","roberto.torres.delga@progenitor.edu","24/12/1995","25/10/2011","103"
"CE-32047","Andrea Ríos García","Biotecnología Genómica","M.D. Ph.D.","Centro Internacional de Agricultura Tropical","Ecuador","NIVEL-4 Secreto","Activo","andrea.ríos.garcía@progenitor.edu","25/07/1971","02/11/2010","14"
"CE-88036","Laura Reyes Pérez","Nanotecnología Biomédica","Ph.D. Bioinformática","Centro Internacional de Agricultura Tropical","México","NIVEL-2 Restringido","Suspendido","laura.reyes.pérez@progenitor.edu","19/06/1960","17/09/2021","96"
"CE-26190","Valeria Ramos Mendoza","Microbiología Clínica","Ph.D. en Farmacología","Universidad de Antioquia","Colombia","NIVEL-3 Confidencial","En revisión","valeria.ramos.mendoz@umbrella-corp.com","10/09/1964","13/03/2020","112"
"CE-87488","Diego Herrera Martínez","Inmunología Avanzada","Doctorado en Biología Molecular","UNAL Medellín","Chile","NIVEL-1 Básico","Suspendido","diego.herrera.martín@progenitor.edu","04/09/1973","09/12/2014","93"
"CE-13243","Jorge Muñoz Ramos","Biología Sintética","Doctorado en Microbiología","Colciencias","Argentina","NIVEL-2 Restringido","Activo","jorge.muñoz.ramos@umbrella-corp.com","15/10/1988","12/09/2010","114"
"CE-87000","Andrea Sánchez Ramos","Parasitología Molecular","Ph.D. en Farmacología","Universidad Nacional de Colombia","Colombia","NIVEL-1 Básico","Activo","andrea.sánchez.ramos@progenitor.edu","21/04/1975","14/02/2018","62"
"CE-95968","Andrea Rodríguez Reyes","Bioquímica Estructural","Doctorado en Medicina","Universidad del Valle","Ecuador","NIVEL-4 Secreto","Activo","andrea.rodríguez.rey@progenitor.edu","06/05/1977","08/03/2013","87"
"CE-84166","Héctor Salazar Guerrero","Bioquímica Estructural","Doctorado en Medicina","Universidad de Antioquia","Venezuela","NIVEL-2 Restringido","Activo","héctor.salazar.guerr@hcf-research.net","28/08/1962","25/04/2017","55"
"CE-63908","Mariana González Ríos","Criobiología","M.Sc. Biotecnología","Universidad del Cauca","Colombia","NIVEL-3 Confidencial","En revisión","mariana.gonzález.río@nest-lab.org","12/07/1979","01/04/2019","115"
"CE-48848","Sofía Torres Ramos","Bioquímica Estructural","Ph.D. en Bioquímica","Universidad del Valle","Perú","NIVEL-1 Básico","Activo","sofía.torres.ramos@progenitor.edu","25/04/1983","17/01/2014","18"
"CE-71916","Héctor Romero Jiménez","Epidemiología Computacional","Ph.D. en Bioquímica","Universidad de Antioquia","España","NIVEL-2 Restringido","Activo","héctor.romero.jiméne@nest-lab.org","20/10/1987","03/05/2017","28"
"CE-67782","Elena González Díaz","Criobiología","M.Sc. Biotecnología","Universidad de Antioquia","Ecuador","NIVEL-1 Básico","Suspendido","elena.gonzález.díaz@hcf-research.net","17/10/1964","14/10/2010","94"
"CE-11372","Pablo Vega Herrera","Toxicología Ambiental","Ph.D. en Ciencias Biológicas","Universidad de los Andes","Colombia","NIVEL-5 Umbra","Suspendido","pablo.vega.herrera@arklay-science.com","15/01/1992","18/09/2015","112"
"CE-39552","Patricia Pérez Fernández","Inmunología Avanzada","Ph.D. en Bioquímica","Universidad del Cauca","Argentina","NIVEL-4 Secreto","Activo","patricia.pérez.ferná@hcf-research.net","18/05/1970","03/03/2022","6"
"CE-56916","Valentina Fernández Pérez","Virología Molecular","Ph.D. en Neurociencias","Colciencias","Uruguay","NIVEL-1 Básico","Activo","valentina.fernández.@umbrella-corp.com","14/04/1980","20/05/2021","86"
"CE-32325","Elena Pérez Ruiz","Nanotecnología Biomédica","M.Sc. Biotecnología","Universidad de Antioquia","Venezuela","NIVEL-1 Básico","Activo","elena.pérez.ruiz@progenitor.edu","17/07/1991","14/05/2022","14"
"CE-76661","Roberto López Torres","Nanotecnología Biomédica","Ph.D. en Bioquímica","CINARA","México","NIVEL-3 Confidencial","Suspendido","roberto.lópez.torres@hcf-research.net","11/01/1974","09/06/2015","21"
"CE-83967","Elena Romero Jiménez","Toxicología Ambiental","Ph.D. en Ciencias Biológicas","Instituto Humboldt","Chile","NIVEL-1 Básico","En revisión","elena.romero.jiménez@progenitor.edu","14/05/1989","03/10/2013","91"
"CE-31771","Héctor Ramos Rodríguez","Virología Molecular","Ph.D. en Bioquímica","CINARA","Venezuela","NIVEL-3 Confidencial","Activo","héctor.ramos.rodrígu@umbrella-corp.com","19/12/1964","13/02/2011","4"
"CE-31949","Sofía López Pérez","Parasitología Molecular","Doctorado en Biología Molecular","Centro Internacional de Agricultura Tropical","Argentina","NIVEL-4 Secreto","Activo","sofía.lópez.pérez@umbrella-corp.com","19/11/1961","05/12/2016","104"
